Museum,Kpi,Number_of_visitors,Date,Comments,Date_Logged,ObjectId,date,self_counts,total_counts,likes_counts,retweet_counts,neutral_counts,positive_counts,negative_counts,Sentiment_value,day,weekend
Bristol Museum,visits,1456.0,2016-03-06,,2017/05/10 14:50:56.644+00,4826,2016-03-06,1.0,1.0,5.0,4.0,0.0,1.0,0.0,0.3612,Sunday,True
Bristol Museum,visits,740.0,2016-03-07,,2017/05/10 14:50:56.648+00,4820,2016-03-07,1.0,5.0,10.0,4.0,2.0,1.0,2.0,-0.12636,Monday,False
Bristol Museum,visits,775.0,2016-03-08,,2017/05/10 14:50:56.652+00,4814,2016-03-08,2.0,0.0,13.0,14.0,0.0,0.0,0.0,,Tuesday,False
Bristol Museum,visits,651.0,2016-03-09,,2017/05/10 14:50:56.655+00,4808,2016-03-09,4.0,0.0,10.0,12.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,651.0,2016-03-10,,2017/05/10 14:50:56.659+00,4802,2016-03-10,5.0,0.0,20.0,17.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,717.0,2016-03-11,,2017/05/10 14:50:56.663+00,4796,2016-03-11,4.0,4.0,45.0,31.0,2.0,2.0,0.0,0.274125,Friday,False
Bristol Museum,visits,1983.0,2016-03-12,,2017/05/10 14:50:56.666+00,4790,2016-03-12,3.0,1.0,7.0,6.0,0.0,1.0,0.0,0.1007,Saturday,True
Bristol Museum,visits,1014.0,2016-03-13,,2017/05/10 14:50:56.670+00,4784,2016-03-13,3.0,8.0,18.0,26.0,5.0,2.0,1.0,0.060612500000000014,Sunday,True
Bristol Museum,visits,602.0,2016-03-14,,2017/05/10 14:50:56.674+00,4778,,,,,,,,,,,False
Bristol Museum,visits,672.0,2016-03-15,,2017/05/10 14:50:56.677+00,4772,2016-03-15,1.0,2.0,7.0,5.0,0.0,2.0,0.0,0.47635,Tuesday,False
Bristol Museum,visits,542.0,2016-03-16,,2017/05/10 14:50:56.681+00,4766,2016-03-16,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.2294,Wednesday,False
Bristol Museum,visits,639.0,2016-03-17,,2017/05/10 14:50:56.684+00,4760,2016-03-17,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,550.0,2016-03-18,,2017/05/10 14:50:56.687+00,4754,2016-03-18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,1204.0,2016-03-19,,2017/05/10 14:50:56.691+00,4636,2016-03-19,2.0,0.0,0.0,3.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,1256.0,2016-03-20,,2017/05/10 14:50:56.694+00,4586,2016-03-20,1.0,2.0,7.0,6.0,1.0,0.0,1.0,-0.33695,Sunday,True
Bristol Museum,visits,570.0,2016-03-21,,2017/05/10 14:50:56.698+00,4562,2016-03-21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,578.0,2016-03-22,,2017/05/10 14:50:56.703+00,4538,,,,,,,,,,,False
Bristol Museum,visits,557.0,2016-03-23,,2017/05/10 14:50:56.706+00,4513,2016-03-23,0.0,5.0,1.0,0.0,0.0,5.0,0.0,0.71034,Wednesday,False
Bristol Museum,visits,831.0,2016-03-24,,2017/05/10 14:50:56.709+00,4489,2016-03-24,1.0,0.0,5.0,4.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,914.0,2016-03-25,,2017/05/10 14:50:56.713+00,4429,2016-03-25,2.0,0.0,13.0,3.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,2324.0,2016-03-26,,2017/05/10 14:50:56.717+00,4411,2016-03-26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,0.0,2016-03-27,,2017/05/10 14:50:58.100+00,4630,2016-03-27,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.28595,Sunday,True
Bristol Museum,visits,763.0,2016-03-28,,2017/05/10 14:50:58.104+00,4624,2016-03-28,3.0,0.0,9.0,12.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,1072.0,2016-03-29,,2017/05/10 14:50:58.107+00,4618,2016-03-29,3.0,4.0,22.0,6.0,2.0,0.0,2.0,-0.152725,Tuesday,False
Bristol Museum,visits,779.0,2016-03-30,,2017/05/10 14:50:58.111+00,4591,2016-03-30,2.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,0.0,2016-03-31,,2017/05/10 14:50:58.116+00,4567,2016-03-31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8225,Thursday,False
Bristol Museum,visits,802.0,2016-04-01,,2017/07/19 15:32:03.677+00,4559,2016-04-01,0.0,2.0,3.0,0.0,1.0,0.0,1.0,-0.08895,Friday,False
Bristol Museum,visits,1321.0,2016-04-02,,2017/07/19 15:32:03.709+00,4535,2016-04-02,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.19375,Saturday,True
Bristol Museum,visits,1195.0,2016-04-03,,2017/07/19 15:32:03.722+00,4508,2016-04-03,2.0,0.0,5.0,6.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,1508.0,2016-04-04,,2017/07/19 15:32:03.734+00,4484,,,,,,,,,,,False
Bristol Museum,visits,1166.0,2016-04-05,,2017/07/19 15:32:03.747+00,4750,2016-04-05,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.74925,Tuesday,False
Bristol Museum,visits,1069.0,2016-04-06,,2017/07/19 15:32:03.759+00,4744,2016-04-06,2.0,2.0,11.0,6.0,0.0,1.0,1.0,0.028799999999999992,Wednesday,False
Bristol Museum,visits,1190.0,2016-04-07,,2017/07/19 15:32:03.778+00,4738,2016-04-07,4.0,0.0,11.0,16.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,889.0,2016-04-08,,2017/07/19 15:32:03.791+00,4732,2016-04-08,1.0,4.0,6.0,2.0,2.0,1.0,1.0,-0.030200000000000005,Friday,False
Bristol Museum,visits,1808.0,2016-04-09,,2017/07/19 15:32:03.826+00,4726,,,,,,,,,,,False
Bristol Museum,visits,1047.0,2016-04-10,,2017/07/19 15:32:03.836+00,4720,2016-04-10,2.0,0.0,5.0,14.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,0.0,2016-04-11,,2017/07/19 15:32:03.847+00,4714,2016-04-11,0.0,2.0,2.0,0.0,1.0,0.0,1.0,-0.2997,Monday,False
Bristol Museum,visits,428.0,2016-04-12,,2017/07/19 15:32:03.857+00,4661,,,,,,,,,,,False
Bristol Museum,visits,623.0,2016-04-13,,2017/07/19 15:32:03.872+00,4642,2016-04-13,2.0,1.0,8.0,6.0,1.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,534.0,2016-04-14,,2017/07/19 15:32:03.884+00,4609,2016-04-14,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,719.0,2016-04-15,,2017/07/19 15:32:03.899+00,4603,2016-04-15,3.0,4.0,5.0,3.0,2.0,1.0,1.0,0.04139999999999999,Friday,False
Bristol Museum,visits,1655.0,2016-04-16,,2017/07/19 15:32:03.919+00,4597,2016-04-16,0.0,5.0,10.0,8.0,4.0,1.0,0.0,0.11408,Saturday,True
Bristol Museum,visits,824.0,2016-04-17,,2017/07/19 15:32:03.942+00,4581,2016-04-17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,608.0,2016-04-18,,2017/07/19 15:32:03.961+00,4557,2016-04-18,0.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,527.0,2016-04-19,,2017/07/19 15:32:03.980+00,4533,2016-04-19,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.4088,Tuesday,False
Bristol Museum,visits,657.0,2016-04-20,,2017/07/19 15:32:04.009+00,4511,2016-04-20,3.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,604.0,2016-04-21,,2017/07/19 15:32:04.025+00,4487,2016-04-21,3.0,1.0,11.0,10.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,594.0,2016-04-22,,2017/07/19 15:32:04.045+00,4702,2016-04-22,2.0,2.0,7.0,5.0,0.0,2.0,0.0,0.6373,Friday,False
Bristol Museum,visits,1201.0,2016-04-23,,2017/07/19 15:32:04.061+00,4696,2016-04-23,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,928.0,2016-04-24,,2017/07/19 15:32:04.089+00,4690,2016-04-24,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,609.0,2016-04-25,,2017/07/19 15:32:04.109+00,4684,2016-04-25,1.0,1.0,1.0,2.0,0.0,0.0,1.0,-0.0516,Monday,False
Bristol Museum,visits,441.0,2016-04-26,,2017/07/19 15:32:04.124+00,4678,2016-04-26,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.3294,Tuesday,False
Bristol Museum,visits,508.0,2016-04-27,,2017/07/19 15:32:04.140+00,4672,2016-04-27,2.0,0.0,4.0,2.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,440.0,2016-04-28,,2017/07/19 15:32:04.158+00,4656,2016-04-28,2.0,2.0,9.0,7.0,1.0,0.0,1.0,-0.10115,Thursday,False
Bristol Museum,visits,751.0,2016-04-29,,2017/07/19 15:32:04.176+00,4432,2016-04-29,2.0,1.0,6.0,4.0,0.0,1.0,0.0,0.6361,Friday,False
Bristol Museum,visits,2007.0,2016-04-30,,2017/07/19 15:32:04.190+00,4711,2016-04-30,2.0,0.0,4.0,5.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,1451.0,2016-05-01,,2017/07/19 15:32:04.204+00,4705,2016-05-01,2.0,0.0,3.0,5.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,2782.0,2016-05-02,,2017/07/19 15:32:04.218+00,4654,2016-05-02,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,358.0,2016-05-03,,2017/07/19 15:32:04.236+00,4631,2016-05-03,1.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,Tuesday,False
Bristol Museum,visits,322.0,2016-05-04,,2017/07/19 15:32:04.250+00,4572,,,,,,,,,,,False
Bristol Museum,visits,380.0,2016-05-05,,2017/07/19 15:32:04.264+00,4548,2016-05-05,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,395.0,2016-05-06,,2017/07/19 15:32:04.279+00,4524,2016-05-06,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,827.0,2016-05-07,,2017/07/19 15:32:04.296+00,4502,2016-05-07,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.3182,Saturday,True
Bristol Museum,visits,690.0,2016-05-08,,2017/07/19 15:32:04.311+00,4478,2016-05-08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,597.0,2016-05-09,,2017/07/19 15:32:04.325+00,4467,2016-05-09,3.0,0.0,8.0,10.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,562.0,2016-05-10,,2017/07/19 15:32:04.340+00,4461,,,,,,,,,,,False
Bristol Museum,visits,495.0,2016-05-11,,2017/07/19 15:32:04.356+00,4455,2016-05-11,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,425.0,2016-05-12,,2017/07/19 15:32:04.375+00,4449,2016-05-12,4.0,1.0,16.0,13.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,541.0,2016-05-13,,2017/07/19 15:32:04.392+00,4443,2016-05-13,5.0,0.0,14.0,5.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,799.0,2016-05-14,,2017/07/19 15:32:04.416+00,4437,2016-05-14,4.0,2.0,4.0,4.0,1.0,1.0,0.0,0.2294,Saturday,True
Bristol Museum,visits,624.0,2016-05-15,,2017/07/19 15:32:04.466+00,4423,,,,,,,,,,,False
Bristol Museum,visits,513.0,2016-05-16,,2017/07/19 15:32:04.477+00,4408,2016-05-16,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,498.0,2016-05-17,,2017/07/19 15:32:04.487+00,4398,2016-05-17,4.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,533.0,2016-05-18,,2017/07/19 15:32:04.496+00,4392,,,,,,,,,,,False
Bristol Museum,visits,605.0,2016-05-19,,2017/07/19 15:32:04.506+00,4386,2016-05-19,3.0,3.0,21.0,17.0,1.0,2.0,0.0,0.3051333333333333,Thursday,False
Bristol Museum,visits,645.0,2016-05-20,,2017/07/19 15:32:04.514+00,4250,2016-05-20,6.0,0.0,21.0,17.0,0.0,0.0,0.0,,Friday,False
Bristol Museum,visits,2770.0,2016-05-21,,2017/07/19 15:32:04.526+00,4180,2016-05-21,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,1314.0,2016-05-22,,2017/07/19 15:32:04.541+00,4097,2016-05-22,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,565.0,2016-05-23,,2017/07/19 15:32:04.558+00,4018,2016-05-23,0.0,6.0,10.0,1.0,4.0,2.0,0.0,0.2521333333333333,Monday,False
Bristol Museum,visits,361.0,2016-05-24,,2017/07/19 15:32:04.567+00,4006,,,,,,,,,,,False
Bristol Museum,visits,623.0,2016-05-25,,2017/07/19 15:32:04.576+00,4379,2016-05-25,2.0,1.0,11.0,2.0,0.0,1.0,0.0,0.5423,Wednesday,False
Bristol Museum,visits,410.0,2016-05-26,,2017/07/19 15:32:04.590+00,4367,2016-05-26,1.0,5.0,73.0,56.0,3.0,2.0,0.0,0.22296,Thursday,False
Bristol Museum,visits,482.0,2016-05-27,,2017/07/19 15:32:04.600+00,4343,2016-05-27,1.0,3.0,17.0,13.0,0.0,3.0,0.0,0.6485666666666666,Friday,False
Bristol Museum,visits,1293.0,2016-05-28,,2017/07/19 15:32:04.609+00,4325,2016-05-28,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8209,Saturday,True
Bristol Museum,visits,785.0,2016-05-29,,2017/07/19 15:32:04.623+00,4307,2016-05-29,0.0,2.0,4.0,2.0,0.0,2.0,0.0,0.7684,Sunday,True
Bristol Museum,visits,1043.0,2016-05-30,,2017/07/19 15:32:04.633+00,4246,2016-05-30,1.0,0.0,1.0,2.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,751.0,2016-05-31,,2017/07/19 15:32:04.643+00,4176,2016-05-31,2.0,2.0,5.0,3.0,0.0,2.0,0.0,0.51535,Tuesday,False
Bristol Museum,visits,1150.0,2016-06-01,,2017/07/19 15:32:04.654+00,4095,2016-06-01,2.0,4.0,4.0,6.0,3.0,1.0,0.0,0.156225,Wednesday,False
Bristol Museum,visits,1102.0,2016-06-02,,2017/07/19 15:32:04.668+00,4020,2016-06-02,5.0,2.0,20.0,14.0,1.0,1.0,0.0,0.3592,Thursday,False
Bristol Museum,visits,1071.0,2016-06-03,,2017/07/19 15:32:04.682+00,4156,2016-06-03,3.0,3.0,9.0,0.0,2.0,1.0,0.0,0.09866666666666667,Friday,False
Bristol Museum,visits,798.0,2016-06-04,,2017/07/19 15:32:04.692+00,4150,,,,,,,,,,,False
Bristol Museum,visits,511.0,2016-06-05,,2017/07/19 15:32:04.712+00,4144,2016-06-05,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,416.0,2016-06-06,,2017/07/19 15:32:04.729+00,4138,,,,,,,,,,,False
Bristol Museum,visits,525.0,2016-06-07,,2017/07/19 15:32:04.738+00,4132,2016-06-07,4.0,0.0,7.0,4.0,0.0,0.0,0.0,,Tuesday,False
Bristol Museum,visits,588.0,2016-06-08,,2017/07/19 15:32:04.751+00,4126,2016-06-08,2.0,2.0,6.0,5.0,0.0,1.0,1.0,0.16395,Wednesday,False
Bristol Museum,visits,599.0,2016-06-09,,2017/07/19 15:32:04.765+00,4120,2016-06-09,4.0,0.0,20.0,12.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,561.0,2016-06-10,,2017/07/19 15:32:04.775+00,4096,2016-06-10,4.0,2.0,26.0,11.0,0.0,2.0,0.0,0.6970000000000001,Friday,False
Bristol Museum,visits,1143.0,2016-06-11,,2017/07/19 15:32:04.785+00,4232,2016-06-11,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,955.0,2016-06-12,,2017/07/19 15:32:04.795+00,4226,2016-06-12,1.0,0.0,4.0,4.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,767.0,2016-06-13,,2017/07/19 15:32:04.804+00,4220,2016-06-13,2.0,1.0,21.0,20.0,1.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,571.0,2016-06-14,,2017/07/19 15:32:04.814+00,4214,2016-06-14,1.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,797.0,2016-06-15,,2017/07/19 15:32:04.824+00,4208,2016-06-15,2.0,2.0,22.0,18.0,1.0,1.0,0.0,0.35425,Wednesday,False
Bristol Museum,visits,607.0,2016-06-16,,2017/07/19 15:32:04.833+00,4202,2016-06-16,2.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,398.0,2016-06-17,,2017/07/19 15:32:04.843+00,4196,2016-06-17,8.0,1.0,31.0,24.0,0.0,1.0,0.0,0.5848,Friday,False
Bristol Museum,visits,1033.0,2016-06-18,,2017/07/19 15:32:04.853+00,4113,2016-06-18,2.0,1.0,8.0,8.0,0.0,1.0,0.0,0.7703,Saturday,True
Bristol Museum,visits,1141.0,2016-06-19,,2017/07/19 15:32:04.866+00,4361,2016-06-19,1.0,0.0,7.0,5.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,400.0,2016-06-20,,2017/07/19 15:32:04.878+00,4355,2016-06-20,5.0,1.0,12.0,13.0,1.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,552.0,2016-06-21,,2017/07/19 15:32:04.888+00,4341,2016-06-21,4.0,1.0,17.0,6.0,0.0,1.0,0.0,0.8313,Tuesday,False
Bristol Museum,visits,811.0,2016-06-22,,2017/07/19 15:32:04.899+00,4323,2016-06-22,3.0,2.0,12.0,13.0,2.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,620.0,2016-06-23,,2017/07/19 15:32:04.908+00,4305,2016-06-23,2.0,0.0,2.0,4.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,567.0,2016-06-24,,2017/07/19 15:32:04.918+00,4247,2016-06-24,2.0,1.0,5.0,7.0,0.0,1.0,0.0,0.3182,Friday,False
Bristol Museum,visits,1153.0,2016-06-25,,2017/07/19 15:32:04.929+00,4175,2016-06-25,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,955.0,2016-06-26,,2017/07/19 15:32:04.939+00,4094,,,,,,,,,,,False
Bristol Museum,visits,538.0,2016-06-27,,2017/07/19 15:32:04.953+00,4019,2016-06-27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Monday,False
Bristol Museum,visits,957.0,2016-06-28,,2017/07/19 15:32:04.963+00,4300,2016-06-28,1.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,926.0,2016-06-29,,2017/07/19 15:32:04.976+00,4294,2016-06-29,1.0,2.0,10.0,9.0,1.0,1.0,0.0,0.4158,Wednesday,False
Bristol Museum,visits,668.0,2016-06-30,,2017/07/19 15:32:04.987+00,4288,2016-06-30,1.0,3.0,4.0,2.0,1.0,2.0,0.0,0.3627,Thursday,False
Bristol Museum,visits,996.0,2016-07-01,,2017/07/19 15:32:04.997+00,4282,2016-07-01,2.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,1297.0,2016-07-02,,2017/07/19 15:32:05.008+00,4276,2016-07-02,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,947.0,2016-07-03,,2017/07/19 15:32:05.018+00,4254,,,,,,,,,,,False
Bristol Museum,visits,550.0,2016-07-04,,2017/07/19 15:32:05.028+00,4183,2016-07-04,6.0,1.0,10.0,3.0,0.0,0.0,1.0,-0.2481,Monday,False
Bristol Museum,visits,892.0,2016-07-05,,2017/07/19 15:32:05.037+00,4100,2016-07-05,3.0,4.0,15.0,16.0,4.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,644.0,2016-07-06,,2017/07/19 15:32:05.046+00,4073,2016-07-06,2.0,2.0,18.0,11.0,2.0,0.0,0.0,0.0,Wednesday,False
Bristol Museum,visits,910.0,2016-07-07,,2017/07/19 15:32:05.057+00,4067,2016-07-07,3.0,0.0,14.0,11.0,0.0,0.0,0.0,,Thursday,False
Bristol Museum,visits,609.0,2016-07-08,,2017/07/19 15:32:05.066+00,4061,2016-07-08,3.0,1.0,10.0,11.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,1182.0,2016-07-09,,2017/07/19 15:32:05.079+00,4055,2016-07-09,0.0,4.0,16.0,8.0,4.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,854.0,2016-07-10,,2017/07/19 15:32:05.088+00,4049,2016-07-10,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,1110.0,2016-07-11,,2017/07/19 15:32:05.097+00,4043,2016-07-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.746,Monday,False
Bristol Museum,visits,923.0,2016-07-12,,2017/07/19 15:32:05.107+00,4037,2016-07-12,1.0,0.0,2.0,5.0,0.0,0.0,0.0,,Tuesday,False
Bristol Museum,visits,1045.0,2016-07-13,,2017/07/19 15:32:05.115+00,4025,2016-07-13,2.0,0.0,7.0,9.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,834.0,2016-07-14,,2017/07/19 15:32:05.125+00,4384,2016-07-14,3.0,1.0,9.0,6.0,0.0,1.0,0.0,0.7783,Thursday,False
Bristol Museum,visits,1605.0,2016-07-15,,2017/07/19 15:32:05.134+00,4376,2016-07-15,4.0,6.0,22.0,10.0,5.0,1.0,0.0,0.09765,Friday,False
Bristol Museum,visits,1043.0,2016-07-16,,2017/07/19 15:32:05.143+00,4364,2016-07-16,3.0,1.0,21.0,16.0,0.0,1.0,0.0,0.3612,Saturday,True
Bristol Museum,visits,1068.0,2016-07-17,,2017/07/19 15:32:05.154+00,4339,2016-07-17,2.0,3.0,21.0,12.0,0.0,3.0,0.0,0.8010333333333334,Sunday,True
Bristol Museum,visits,665.0,2016-07-18,,2017/07/19 15:32:05.163+00,4321,2016-07-18,2.0,0.0,3.0,3.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,757.0,2016-07-19,,2017/07/19 15:32:05.172+00,4273,2016-07-19,3.0,1.0,8.0,8.0,0.0,1.0,0.0,0.5423,Tuesday,False
Bristol Museum,visits,437.0,2016-07-20,,2017/07/19 15:32:05.181+00,4243,2016-07-20,2.0,0.0,10.0,3.0,0.0,0.0,0.0,,Wednesday,False
Bristol Museum,visits,430.0,2016-07-21,,2017/07/19 15:32:05.190+00,4167,2016-07-21,2.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,Thursday,False
Bristol Museum,visits,487.0,2016-07-22,,2017/07/19 15:32:05.199+00,4084,2016-07-22,3.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,Friday,False
Bristol Museum,visits,858.0,2016-07-23,,2017/07/19 15:32:05.209+00,3818,2016-07-23,2.0,0.0,6.0,3.0,0.0,0.0,0.0,,Saturday,True
Bristol Museum,visits,1091.0,2016-07-24,,2017/07/19 15:32:05.219+00,3812,,,,,,,,,,,False
Bristol Museum,visits,1007.0,2016-07-25,,2017/07/19 15:32:05.229+00,3806,,,,,,,,,,,False
Bristol Museum,visits,1137.0,2016-07-26,,2017/07/19 15:32:05.238+00,3800,2016-07-26,1.0,2.0,6.0,3.0,1.0,1.0,0.0,0.4088,Tuesday,False
Bristol Museum,visits,1217.0,2016-07-27,,2017/07/19 15:32:05.252+00,3788,2016-07-27,1.0,1.0,5.0,12.0,0.0,1.0,0.0,0.3382,Wednesday,False
Bristol Museum,visits,1118.0,2016-07-28,,2017/07/19 15:32:05.264+00,3714,2016-07-28,4.0,2.0,23.0,15.0,0.0,2.0,0.0,0.86765,Thursday,False
Bristol Museum,visits,1037.0,2016-07-29,,2017/07/19 15:32:05.278+00,3672,2016-07-29,1.0,2.0,18.0,2.0,1.0,1.0,0.0,0.11315,Friday,False
Bristol Museum,visits,1038.0,2016-07-30,,2017/07/19 15:32:05.291+00,3636,2016-07-30,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Saturday,True
Bristol Museum,visits,774.0,2016-07-31,,2017/07/19 15:32:05.304+00,3892,2016-07-31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sunday,True
Bristol Museum,visits,1907.0,2016-08-01,,2017/07/19 15:32:05.318+00,3886,2016-08-01,2.0,0.0,9.0,8.0,0.0,0.0,0.0,,Monday,False
Bristol Museum,visits,2381.0,2016-08-02,,2017/07/19 15:32:05.332+00,3880,2016-08-02,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,Tuesday,False
Bristol Museum,visits,1192.0,2016-08-03,,2017/07/19 15:32:05.345+00,3874,2016-08-03,1.0,5.0,8.0,7.0,3.0,2.0,0.0,0.1971,Wednesday,False
Bristol Museum,visits,6.0,2016-08-04,,2017/04/18 08:56:35.232+00,3768,2016-08-04,3.0,1.0,13.0,21.0,0.0,1.0,0.0,0.8519,Thursday,False
Bristol Museum,visits,1026.0,2016-08-04,,2017/07/19 15:32:05.359+00,3838,2016-08-04,3.0,1.0,13.0,21.0,0.0,1.0,0.0,0.8519,Thursday,False
Bristol Museum,visits,667.0,2016-08-05,,2017/07/19 15:32:05.374+00,3762,2016-08-05,2.0,1.0,6.0,9.0,0.0,1.0,0.0,0.5267,Friday,False
Bristol Museum,visits,927.0,2016-08-06,,2017/07/19 15:32:05.383+00,3685,2016-08-06,4.0,2.0,10.0,6.0,0.0,2.0,0.0,0.74135,Saturday,True
Bristol Museum,visits,757.0,2016-08-07,,2017/07/19 15:32:05.394+00,3645,2016-08-07,1.0,0.0,2.0,1.0,0.0,0.0,0.0,,Sunday,True
Bristol Museum,visits,1192.0,2016-08-08,,2017/07/19 15:32:05.406+00,3976,2016-08-08,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.2294,Monday,False
Bristol Museum,visits,1150.0,2016-08-09,,2017/07/19 15:32:05.423+00,3949,2016-08-09,1.0,2.0,6.0,3.0,1.0,1.0,0.0,0.26775,Tuesday,False
Bristol Museum,visits,1023.0,2016-08-10,,2017/07/19 15:32:05.436+00,3925,2016-08-10,8.0,4.0,35.0,24.0,1.0,3.0,0.0,0.354175,Wednesday,False
Bristol Museum,visits,1116.0,2016-08-11,,2017/07/19 15:32:05.450+00,3897,2016-08-11,7.0,3.0,31.0,10.0,2.0,1.0,0.0,0.19493333333333332,Thursday,False
Bristol Museum,visits,1030.0,2016-08-12,,2017/07/19 15:32:05.458+00,3848,2016-08-12,13.0,2.0,70.0,46.0,1.0,1.0,0.0,0.07655,Friday,False
